"";"sexe";"nbenf";"moyf";"a52p";"a52m"
"1750";"1";2;72,9411764705882;"1";"2"
"1751";"2";2;88,235294117647;"3";"8"
"1752";"1";3;87,0588235294118;"5";"5"
"1753";"2";2;85,8823529411765;"5";"7"
"1754";"2";2;63,5294117647059;"4";"3"
"1755";"2";2;85,8823529411765;"3";"3"
"1756";"1";2;84,7058823529412;"6";"4"
"1757";"1";5;80;"1";"1"
"1758";"1";2;61,9047619047619;"2";"2"
"1759";"2";2;82,3529411764706;"5";"2"
"1760";"1";2;71,7647058823529;"4";"3"
"1761";"1";1;84,7058823529412;"2";"2"
"1762";"2";3;68,2352941176471;"2";"1"
"1763";"1";3;62,3529411764706;"4";"4"
"1764";"1";2;77,6470588235294;"5";"8"
"1765";"2";2;87,0588235294118;"4";"4"
"1766";"2";2;83,5294117647059;"6";"6"
"1767";"1";3;92,9411764705882;"7";"7"
"1768";"2";2;81,1764705882353;"4";"3"
"1769";"1";5;41,1764705882353;"1";"1"
"1770";"1";1;77,6470588235294;"4";"4"
"1771";"1";3;51,7647058823529;"1";"6"
"1772";"2";2;75,2941176470588;"4";"6"
"1773";"2";2;41,1764705882353;"2";"5"
"1774";"1";1;70,5882352941177;"6";"7"
"1775";"2";2;78,8235294117647;"2";"3"
"1776";"2";3;70,5882352941177;"2";"2"
"1777";"2";1;82,3529411764706;"4";"5"
"1778";"1";3;78,8235294117647;"4";"6"
"1779";"1";1;41,1764705882353;"4";"2"
"1780";"1";2;65,8823529411765;"2";"3"
"1781";"1";2;61,1764705882353;"4";"1"
"1782";"1";6;74,1176470588235;"5";"2"
"1783";"1";3;78,8235294117647;"7";"4"
"1784";"1";2;96,4705882352941;"8";"5"
"1785";"2";3;49,4117647058823;"8";"3"
"1786";"2";3;87,0588235294118;"8";"8"
"1787";"2";1;76,4705882352941;"4";"1"
"1788";"2";3;91,7647058823529;"5";"6"
"1789";"2";3;90,5882352941177;"2";"2"
"1790";"2";3;97,6470588235294;"6";"5"
"1791";"2";2;78,8235294117647;"5";"6"
"1792";"2";4;70,5882352941177;"1";"1"
"1793";"2";1;78,8235294117647;"7";"6"
"1794";"2";2;71,7647058823529;"4";"2"
"1795";"2";4;72,9411764705882;"4";"4"
"1796";"2";3;89,4117647058823;"7";"5"
"1797";"2";4;80;"4";"5"
"1798";"1";3;87,0588235294118;"6";"6"
"1799";"2";1;80;"4";"2"
"1800";"2";2;72,9411764705882;"5";"2"
"1801";"2";2;91,7647058823529;"7";"5"
"1802";"2";3;81,1764705882353;"8";"6"
"1803";"1";2;80;"5";"1"
"1804";"1";2;90,5882352941177;"6";"4"
"1805";"1";5;78,8235294117647;"7";"6"
"1806";"2";4;89,4117647058823;"4";"5"
"1807";"1";3;78,8235294117647;"6";"2"
"1808";"1";2;80;"4";"5"
"1809";"1";4;57,6470588235294;"1";"2"
"1810";"2";3;71,7647058823529;"4";"1"
"1811";"2";6;83,5294117647059;"4";"4"
"1812";"2";4;52,9411764705882;"1";"4"
"1813";"1";3;64,7058823529412;"8";"7"
"1814";"2";2;75,2941176470588;"8";"8"
"1815";"2";6;65,8823529411765;"1";"1"
"1816";"2";2;74,1176470588235;"6";"2"
"1817";"2";3;74,1176470588235;"1";"1"
"1818";"2";6;67,0588235294118;"1";"1"
"1819";"1";2;81,1764705882353;"4";"1"
"1820";"2";2;96,4705882352941;"6";"4"
"1821";"2";1;85,8823529411765;"6";"1"
"1822";"1";8;61,1764705882353;"1";"1"
"1823";"2";3;85,8823529411765;"2";"2"
"1824";"2";2;87,0588235294118;"4";"2"
"1825";"1";3;82,3529411764706;"8";"8"
"1826";"2";2;85,8823529411765;"8";"7"
"1827";"2";2;83,5294117647059;"4";"3"
"1828";"2";2;55,2941176470588;"7";"7"
"1829";"1";5;78,8235294117647;"2";"1"
"1830";"1";2;75,2941176470588;"4";"6"
"1831";"1";2;74,1176470588235;"6";"6"
"1832";"1";3;87,0588235294118;"2";"1"
"1833";"1";3;71,7647058823529;"5";"1"
"1834";"1";2;68,2352941176471;"2";"3"
"1835";"2";2;75,2941176470588;"6";"1"
"1836";"1";2;85,8823529411765;"6";"6"
"1837";"1";2;80;"4";"2"
"1838";"2";2;88,235294117647;"7";"6"
"1839";"1";2;69,4117647058823;"6";"2"
"1840";"2";3;94,1176470588235;"6";"6"
"1841";"2";3;95,2941176470588;"4";"2"
"1842";"2";3;81,1764705882353;"2";"5"
"1843";"1";1;68,2352941176471;"4";"6"
"1844";"2";3;76,4705882352941;"3";"2"
"1845";"1";1;62,3529411764706;"4";"4"
"1846";"1";3;68,2352941176471;"4";"7"
"1847";"1";2;61,1764705882353;"4";"1"
"1848";"1";3;62,3529411764706;"1";"1"
"1849";"2";2;76,4705882352941;"3";"2"
"1850";"2";2;83,5294117647059;"8";"1"
"1851";"2";3;82,3529411764706;"5";"7"
"1852";"1";3;57,6470588235294;"2";"2"
"1853";"1";5;68,2352941176471;"4";"2"
"1854";"2";4;84,7058823529412;"1";"2"
"1855";"2";3;85,8823529411765;"7";"7"
"1856";"1";1;67,0588235294118;"1";"2"
"1857";"2";3;74,1176470588235;"4";"7"
"1858";"2";3;74,1176470588235;"4";"2"
"1859";"1";2;75,2941176470588;"3";"3"
"1860";"2";2;72,9411764705882;"4";"4"
"1861";"1";7;54,1176470588235;"1";"1"
"1862";"2";5;57,6470588235294;"4";"2"
"1863";"1";3;52,9411764705882;"6";"2"
"1864";"1";1;81,1764705882353;"7";"8"
"1865";"2";3;74,1176470588235;"2";"1"
"1866";"1";2;74,1176470588235;"6";"4"
"1867";"1";3;52,9411764705882;"1";"1"
"1868";"1";5;51,7647058823529;"1";"1"
"1869";"1";3;40;"2";"2"
"1870";"1";3;60;"2";"5"
"1871";"2";2;68,2352941176471;"2";"3"
"1872";"2";3;71,7647058823529;"2";"3"
"1873";"2";5;44,7058823529412;"2";"4"
"1874";"2";2;76,4705882352941;"1";"1"
"1875";"2";3;60;"4";"3"
"1876";"2";2;80;"4";"7"
"1877";"2";1;83,5294117647059;"3";"4"
"1878";"1";3;68,2352941176471;"8";"5"
"1879";"1";2;78,8235294117647;"2";"2"
"1880";"2";2;58,8235294117647;"4";"3"
"1881";"2";2;69,4117647058823;"2";"3"
"1882";"1";1;81,1764705882353;"4";"4"
"1883";"2";8;84,7058823529412;"1";"1"
"1884";"1";1;89,4117647058823;"2";"7"
"1885";"2";2;91,7647058823529;"7";"4"
"1886";"2";3;69,4117647058823;"2";"1"
"1887";"2";3;74,1176470588235;"1";"1"
"1888";"1";3;63,5294117647059;"6";"4"
"1889";"2";2;82,3529411764706;"6";"6"
"1890";"2";2;80;"2";"2"
"1891";"1";2;80;"7";"3"
"1892";"2";3;78,8235294117647;"4";"2"
"1893";"2";3;82,3529411764706;"8";"8"
"1894";"2";2;71,7647058823529;"4";"2"
"1895";"2";2;91,7647058823529;"4";"6"
"1896";"2";3;77,6470588235294;"5";"2"
"1897";"2";7;69,4117647058823;"1";"1"
"1898";"2";3;88,235294117647;"6";"8"
"1899";"2";3;63,5294117647059;"3";"5"
"1900";"1";5;62,3529411764706;"1";"1"
"1901";"1";1;70,5882352941177;"4";"4"
"1902";"2";2;76,4705882352941;"4";"2"
"1903";"1";2;76,4705882352941;"2";"5"
"1904";"2";1;83,5294117647059;"4";"4"
"1905";"1";2;75,2941176470588;"4";"4"
"1906";"1";3;80;"6";"7"
"1907";"1";3;55,2941176470588;"3";"2"
"1908";"1";2;64,7058823529412;"2";"5"
"1909";"1";3;64,7058823529412;"1";"1"
"1910";"1";1;89,4117647058823;"2";"3"
"1911";"1";1;69,4117647058823;"2";"2"
"1912";"1";2;71,7647058823529;"6";"2"
"1913";"1";2;74,1176470588235;"4";"2"
"1914";"1";3;57,6470588235294;"4";"4"
"1915";"1";3;54,1176470588235;"4";"2"
"1916";"2";1;51,7647058823529;"2";"2"
"1917";"1";3;56,4705882352941;"4";"4"
"1918";"1";2;60;"2";"4"
"1919";"2";4;69,4117647058823;"4";"2"
"1920";"2";4;82,3529411764706;"6";"3"
"1921";"1";3;88,235294117647;"4";"3"
"1922";"1";2;87,0588235294118;"8";"8"
"1923";"1";1;82,3529411764706;"4";"3"
"1924";"1";2;87,0588235294118;"6";"6"
"1925";"2";4;64,7058823529412;"1";"1"
"1926";"1";3;81,1764705882353;"3";"4"
"1927";"1";1;58,8235294117647;"2";"1"
"1928";"1";4;60;"1";"1"
"1929";"2";10;62,3529411764706;"1";"1"
"1930";"1";3;74,1176470588235;"4";"3"
"1931";"1";3;69,4117647058823;"6";"1"
"1932";"1";3;63,5294117647059;"2";"1"
"1933";"2";10;77,6470588235294;"1";"1"
"1934";"1";2;47,0588235294118;"4";"2"
"1935";"1";1;87,0588235294118;"6";"7"
"1936";"2";3;77,6470588235294;"7";"8"
"1937";"2";3;81,1764705882353;"6";"7"
"1938";"2";3;64,7058823529412;"1";"3"
"1939";"1";2;84,7058823529412;"4";"6"
"1940";"1";2;82,3529411764706;"8";"8"
"1941";"2";2;81,1764705882353;"4";"5"
"1942";"2";2;87,0588235294118;"7";"7"
"1943";"2";2;95,2941176470588;"8";"8"
"1944";"2";3;68,2352941176471;"1";"2"
"1945";"2";4;54,1176470588235;"3";"1"
"1946";"2";2;89,4117647058823;"7";"6"
"1947";"2";2;88,235294117647;"4";"6"
"1948";"2";3;80;"4";"1"
"1949";"2";2;84,7058823529412;"2";"3"
"1950";"1";2;82,3529411764706;"6";"2"
"1951";"1";4;64,7058823529412;"1";"1"
"1952";"1";3;55,2941176470588;"2";"1"
"1953";"1";2;62,3529411764706;"1";"2"
"1954";"1";2;82,3529411764706;"2";"6"
"1955";"1";2;65,8823529411765;"4";"1"
"1956";"1";2;76,4705882352941;"4";"4"
"1957";"1";4;74,1176470588235;"8";"7"
"1958";"1";5;52,9411764705882;"4";"1"
"1959";"1";4;44,7058823529412;"1";"3"
"1960";"2";3;75,2941176470588;"5";"2"
"1961";"1";2;83,5294117647059;"5";"6"
"1962";"2";2;89,4117647058823;"4";"4"
"1963";"1";2;55,2941176470588;"4";"2"
"1964";"2";3;65,8823529411765;"2";"2"
"1965";"2";2;78,8235294117647;"4";"2"
"1966";"2";2;91,7647058823529;"1";"6"
"1967";"2";3;51,7647058823529;"4";"2"
"1968";"2";2;60;"2";"2"
"1969";"1";4;54,1176470588235;"2";"2"
"1970";"1";2;63,5294117647059;"8";"7"
"1971";"1";3;85,8823529411765;"4";"7"
"1972";"1";2;75,2941176470588;"6";"3"
"1973";"1";2;80;"6";"6"
"1974";"2";2;87,0588235294118;"4";"4"
"1975";"1";5;40;"1";"1"
"1976";"1";5;71,7647058823529;"1";"1"
"1977";"2";3;84,7058823529412;"2";"2"
"1978";"1";2;77,6470588235294;"3";"5"
"1979";"2";1;85,8823529411765;"4";"1"
"1980";"2";2;87,0588235294118;"4";"7"
"1981";"2";5;78,8235294117647;"5";"7"
"1982";"2";2;76,4705882352941;"2";"2"
"1983";"2";1;72,9411764705882;"2";"2"
"1984";"2";2;80;"7";"7"
"1985";"1";1;49,4117647058823;"4";"4"
"1986";"2";2;66,6666666666667;"2";"2"
"1987";"1";3;62,3529411764706;"2";"1"
"1988";"1";2;69,4117647058823;"2";"1"
"1989";"1";5;63,5294117647059;"2";"1"
"1990";"1";3;64,7058823529412;"1";"1"
"1991";"2";2;65,8823529411765;"4";"4"
"1992";"2";4;78,8235294117647;"5";"2"
"1993";"1";3;58,8235294117647;"2";"1"
"1994";"1";2;44,7058823529412;"4";"5"
"1995";"2";3;67,0588235294118;"4";"3"
"1996";"1";2;78,8235294117647;"2";"2"
"1997";"1";3;67,0588235294118;"1";"1"
"1998";"1";3;51,7647058823529;"1";"2"
"1999";"2";4;64,7058823529412;"4";"3"
"2000";"2";2;35,2941176470588;"4";"1"
"2001";"2";4;71,7647058823529;"5";"4"
"2002";"2";3;74,1176470588235;"1";"4"
"2003";"1";3;75,2941176470588;"7";"7"
"2004";"2";5;61,1764705882353;"1";"1"
"2005";"2";2;76,4705882352941;"6";"5"
"2006";"2";2;83,5294117647059;"2";"5"
"2007";"1";1;83,5294117647059;"5";"5"
"2008";"1";2;61,1764705882353;"6";"4"
"2009";"1";3;78,8235294117647;"7";"3"
"2010";"2";2;89,4117647058823;"4";"4"
"2011";"2";3;90,5882352941177;"7";"7"
"2012";"2";2;60;"1";"1"
"2013";"2";2;62,3529411764706;"3";"2"
"2014";"2";2;54,1176470588235;"1";"1"
"2015";"1";2;74,1176470588235;"4";"4"
"2016";"1";1;77,6470588235294;"7";"5"
"2017";"1";4;58,8235294117647;"1";"1"
"2018";"1";3;67,0588235294118;"4";"2"
"2019";"1";4;44,7058823529412;"1";"1"
"2020";"2";3;72,9411764705882;"4";"4"
"2021";"1";1;77,6470588235294;"4";"4"
"2022";"2";1;61,1764705882353;"2";"4"
"2023";"2";2;83,5294117647059;"8";"6"
"2024";"1";2;82,3529411764706;"4";"6"
"2025";"2";2;76,4705882352941;"1";"3"
"2026";"2";2;75,2941176470588;"6";"2"
"2027";"2";2;95,2941176470588;"5";"6"
"2028";"2";3;76,4705882352941;"4";"7"
"2029";"1";2;78,8235294117647;"6";"3"
"2030";"1";1;88,235294117647;"4";"3"
"2031";"2";2;72,9411764705882;"4";"2"
"2032";"2";1;75,2941176470588;"2";"2"
"2033";"2";1;78,8235294117647;"6";"3"
"2034";"1";2;62,3529411764706;"4";"6"
"2035";"2";2;71,7647058823529;"1";"1"
"2036";"1";2;74,1176470588235;"4";"2"
"2037";"2";3;77,6470588235294;"7";"1"
"2038";"2";2;75,2941176470588;"4";"6"
"2039";"1";3;80;"6";"1"
"2040";"1";6;71,7647058823529;"1";"1"
"2041";"1";2;77,6470588235294;"2";"2"
"2042";"2";1;89,4117647058823;"2";"2"
"2043";"1";2;75,2941176470588;"2";"2"
"2044";"2";4;34,1176470588235;"1";"2"
"2045";"1";2;89,4117647058823;"4";"1"
"2046";"2";2;87,0588235294118;"4";"1"
"2047";"2";4;91,7647058823529;"6";"1"
"2048";"1";3;81,1764705882353;"6";"5"
"2049";"2";2;88,235294117647;"7";"6"
"2050";"2";1;92,9411764705882;"4";"4"
"2051";"1";2;90,5882352941177;"8";"7"
"2052";"2";1;80;"6";"7"
"2053";"2";3;90,5882352941177;"4";"3"
"2054";"2";2;72,9411764705882;"5";"7"
"2055";"2";2;81,1764705882353;"2";"5"
"2056";"1";2;70,5882352941177;"2";"4"
"2057";"2";4;64,7058823529412;"1";"2"
"2058";"2";3;72,9411764705882;"3";"6"
"2059";"2";2;89,4117647058823;"7";"3"
"2060";"1";1;63,5294117647059;"4";"3"
"2061";"1";2;89,4117647058823;"4";"8"
"2062";"1";4;65,8823529411765;"2";"2"
"2063";"1";2;62,3529411764706;"4";"4"
"2064";"1";2;82,3529411764706;"2";"1"
"2065";"1";2;84,7058823529412;"4";"2"
"2066";"2";1;80;"2";"4"
"2067";"1";3;67,0588235294118;"4";"4"
"2068";"2";1;56,4705882352941;"2";"1"
"2069";"1";3;50,5882352941176;"2";"1"
"2070";"1";2;74,1176470588235;"2";"4"
"2071";"1";3;75,2941176470588;"1";"1"
"2072";"2";4;61,1764705882353;"4";"1"
"2073";"1";2;60;"4";"2"
"2074";"2";2;69,4117647058823;"1";"2"
"2075";"2";2;55,2941176470588;"4";"1"
"2076";"1";2;62,3529411764706;"4";"2"
"2077";"2";2;61,1764705882353;"3";"4"
"2078";"1";2;67,0588235294118;"3";"1"
"2079";"1";3;64,7058823529412;"6";"3"
"2080";"2";4;67,0588235294118;"1";"1"
"2081";"1";2;71,7647058823529;"2";"5"
"2082";"1";8;12,9411764705882;"1";"1"
"2083";"1";3;75,2941176470588;"6";"7"
"2084";"2";3;81,1764705882353;"5";"3"
"2085";"1";2;88,235294117647;"6";"6"
"2086";"1";7;72,9411764705882;"2";"2"
"2087";"1";4;56,4705882352941;"2";"2"
"2088";"2";2;83,5294117647059;"2";"2"
"2089";"1";3;65,8823529411765;"2";"4"
"2090";"1";5;87,0588235294118;"3";"6"
"2091";"2";2;56,4705882352941;"7";"7"
"2092";"2";3;84,7058823529412;"8";"7"
"2093";"2";2;65,8823529411765;"2";"2"
"2094";"2";2;89,4117647058823;"3";"3"
"2095";"1";2;84,7058823529412;"6";"6"
"2096";"1";3;71,7647058823529;"7";"7"
"2097";"2";3;62,3529411764706;"3";"4"
"2098";"2";2;88,235294117647;"7";"7"
"2099";"1";2;76,4705882352941;"8";"8"
"2100";"2";4;90,5882352941177;"5";"3"
"2101";"1";2;91,7647058823529;"8";"8"
"2102";"1";3;90,5882352941177;"2";"4"
"2103";"1";2;91,7647058823529;"6";"3"
"2104";"1";2;88,235294117647;"8";"8"
"2105";"1";2;84,7058823529412;"4";"2"
"2106";"1";3;74,1176470588235;"4";"6"
"2107";"2";2;84,7058823529412;"4";"2"
"2108";"1";2;65,8823529411765;"6";"6"
"2109";"1";2;78,8235294117647;"4";"5"
"2110";"2";5;84,7058823529412;"5";"4"
"2111";"1";2;61,1764705882353;"5";"2"
"2112";"2";4;63,5294117647059;"2";"3"
"2113";"1";2;80;"4";"5"
"2114";"1";3;47,0588235294118;"6";"8"
"2115";"1";3;64,7058823529412;"8";"4"
"2116";"2";2;67,0588235294118;"3";"4"
"2117";"2";2;87,0588235294118;"8";"7"
"2118";"1";2;82,3529411764706;"6";"5"
"2119";"2";2;77,6470588235294;"5";"3"
"2120";"2";6;87,0588235294118;"8";"8"
"2121";"2";2;71,7647058823529;"1";"4"
"2122";"2";2;87,0588235294118;"6";"4"
"2123";"2";2;55,2941176470588;"4";"1"
"2124";"1";3;77,6470588235294;"7";"2"
"2125";"1";2;85,8823529411765;"2";"6"
"2126";"1";2;77,6470588235294;"8";"8"
"2127";"2";2;70,5882352941177;"6";"6"
"2128";"2";3;88,235294117647;"4";"4"
"2129";"1";3;72,9411764705882;"6";"3"
"2130";"2";3;85,8823529411765;"8";"7"
"2131";"2";2;76,4705882352941;"4";"6"
"2132";"2";3;83,5294117647059;"2";"5"
"2133";"2";1;78,8235294117647;"8";"4"
"2134";"2";2;77,6470588235294;"6";"2"
"2135";"1";2;77,6470588235294;"6";"6"
"2136";"1";2;72,9411764705882;"6";"6"
"2137";"1";3;91,7647058823529;"8";"7"
"2138";"2";2;85,8823529411765;"7";"3"
"2139";"2";2;81,1764705882353;"8";"7"
"2140";"2";4;67,0588235294118;"5";"2"
"2141";"1";3;87,0588235294118;"3";"2"
"2142";"2";4;58,8235294117647;"1";"1"
"2143";"1";3;90,5882352941177;"5";"7"
"2144";"1";1;84,7058823529412;"8";"7"
"2145";"2";2;82,3529411764706;"6";"6"
"2146";"1";2;70,5882352941177;"2";"6"
"2147";"2";2;85,8823529411765;"6";"3"
"2148";"1";2;63,5294117647059;"4";"4"
"2149";"1";3;81,1764705882353;"4";"1"
"2150";"2";2;85,8823529411765;"8";"2"
"2151";"1";2;75,2941176470588;"4";"2"
"2152";"2";2;68,2352941176471;"3";"4"
"2153";"1";2;81,1764705882353;"4";"4"
"2154";"1";2;91,7647058823529;"3";"3"
"2155";"1";3;61,1764705882353;"4";"2"
"2156";"1";2;75,2941176470588;"6";"5"
"2157";"1";3;67,0588235294118;"4";"2"
"2158";"2";3;51,7647058823529;"1";"1"
"2159";"1";3;84,7058823529412;"5";"7"
"2160";"2";3;83,5294117647059;"5";"5"
"2161";"2";2;63,5294117647059;"6";"2"
"2162";"2";2;77,6470588235294;"4";"4"
"2163";"1";1;81,1764705882353;"4";"1"
"2164";"2";2;91,7647058823529;"6";"6"
"2165";"1";2;69,4117647058823;"7";"3"
"2166";"1";3;63,5294117647059;"3";"1"
"2167";"1";2;82,3529411764706;"6";"8"
"2168";"1";2;67,0588235294118;"5";"3"
"2169";"2";4;75,2941176470588;"8";"6"
"2170";"1";2;76,4705882352941;"4";"1"
"2171";"2";2;84,7058823529412;"7";"7"
"2172";"2";3;61,1764705882353;"8";"8"
"2173";"2";5;67,0588235294118;"3";"2"
"2174";"1";2;63,5294117647059;"2";"2"
"2175";"1";2;85,8823529411765;"3";"3"
"2176";"2";2;72,9411764705882;"4";"2"
"2177";"2";2;88,235294117647;"6";"6"
"2178";"1";5;71,7647058823529;"1";"1"
"2179";"1";2;65,8823529411765;"4";"6"
"2180";"2";2;58,8235294117647;"6";"5"
"2181";"1";3;58,8235294117647;"2";"2"
"2182";"1";2;92,9411764705882;"4";"4"
"2183";"2";5;65,8823529411765;"4";"2"
"2184";"1";4;51,7647058823529;"4";"4"
"2185";"1";1;81,1764705882353;"6";"2"
"2186";"2";2;89,4117647058823;"5";"6"
"2187";"2";3;77,6470588235294;"8";"4"
"2188";"2";2;82,3529411764706;"4";"5"
"2189";"2";3;77,6470588235294;"2";"5"
"2190";"2";3;80;"2";"2"
"2191";"1";3;48,2352941176471;"2";"3"
"2192";"2";2;64,7058823529412;"4";"4"
"2193";"1";5;50,5882352941176;"2";"2"
"2194";"1";2;69,4117647058823;"2";"5"
"2195";"2";3;76,4705882352941;"4";"1"
"2196";"1";3;58,8235294117647;"4";"2"
"2197";"1";3;61,1764705882353;"4";"2"
"2198";"1";2;82,3529411764706;"4";"1"
"2199";"1";3;67,0588235294118;"8";"6"
"2200";"1";3;69,4117647058823;"4";"4"
"2201";"1";3;48,2352941176471;"4";"4"
"2202";"1";2;54,1176470588235;"4";"2"
"2203";"1";2;72,9411764705882;"4";"7"
"2204";"1";2;62,3529411764706;"4";"4"
"2205";"1";6;60;"1";"1"
"2206";"1";2;81,1764705882353;"7";"3"
"2207";"1";1;84,7058823529412;"4";"3"
"2208";"2";2;72,9411764705882;"4";"5"
"2209";"2";2;75,2941176470588;"6";"6"
"2210";"1";4;88,235294117647;"3";"6"
"2211";"2";9;74,1176470588235;"1";"1"
"2212";"2";3;74,1176470588235;"2";"2"
"2213";"2";3;61,1764705882353;"1";"2"
"2214";"2";2;71,7647058823529;"4";"4"
"2215";"2";2;78,8235294117647;"6";"2"
"2216";"2";4;91,7647058823529;"8";"8"
"2217";"1";4;65,8823529411765;"4";"2"
"2218";"2";2;89,4117647058823;"8";"6"
"2219";"1";3;75,2941176470588;"5";"7"
"2220";"2";3;74,1176470588235;"1";"1"
"2221";"2";2;96,4705882352941;"8";"8"
"2222";"1";2;82,3529411764706;"8";"8"
"2223";"2";2;87,0588235294118;"3";"3"
"2224";"2";2;89,4117647058823;"7";"4"
"2225";"1";2;68,2352941176471;"8";"8"
"2226";"2";2;75,2941176470588;"1";"7"
"2227";"1";2;75,2941176470588;"3";"2"
"2228";"2";3;78,8235294117647;"2";"6"
"2229";"1";1;81,1764705882353;"6";"8"
"2230";"1";1;75,2941176470588;"4";"6"
"2231";"2";2;78,8235294117647;"4";"3"
"2232";"1";2;88,235294117647;"6";"4"
"2233";"1";2;63,5294117647059;"5";"7"
"2234";"2";5;75,2941176470588;"1";"1"
"2235";"2";3;84,7058823529412;"5";"3"
"2236";"1";3;75,2941176470588;"4";"2"
"2237";"1";3;88,235294117647;"7";"3"
"2238";"1";1;63,5294117647059;"5";"3"
"2239";"1";3;56,4705882352941;"4";"2"
"2240";"2";2;75,2941176470588;"1";"2"
"2241";"2";2;76,4705882352941;"2";"2"
"2242";"2";2;75,2941176470588;"7";"2"
"2243";"1";2;76,4705882352941;"7";"7"
"2244";"2";3;84,7058823529412;"5";"7"
"2245";"1";2;85,8823529411765;"4";"4"
"2246";"2";3;50,5882352941176;"1";"3"
"2247";"1";6;82,3529411764706;"8";"6"
"2248";"1";4;65,8823529411765;"4";"1"
"2249";"2";2;60;"4";"4"
"2250";"1";3;88,235294117647;"5";"4"
"2251";"1";2;49,4117647058823;"2";"1"
"2252";"2";2;57,6470588235294;"1";"2"
"2253";"2";2;60;"4";"1"
"2254";"1";2;60;"4";"1"
"2255";"1";2;63,5294117647059;"2";"3"
"2256";"1";2;72,9411764705882;"3";"3"
"2257";"1";2;74,1176470588235;"5";"6"
"2258";"2";2;79,7619047619048;"6";"5"
"2259";"1";3;75,2941176470588;"8";"6"
"2260";"1";1;51,7647058823529;"4";"4"
"2261";"2";3;67,0588235294118;"5";"4"
"2262";"2";5;56,4705882352941;"1";"1"
"2263";"1";2;52,9411764705882;"4";"4"
"2264";"2";4;65,8823529411765;"1";"1"
"2265";"1";1;70,5882352941177;"2";"2"
"2266";"1";2;78,8235294117647;"1";"1"
"2267";"1";3;61,1764705882353;"1";"1"
"2268";"1";3;71,7647058823529;"8";"4"
"2269";"2";1;84,7058823529412;"1";"5"
"2270";"1";3;62,3529411764706;"4";"5"
"2271";"2";4;70,5882352941177;"1";"2"
"2272";"2";2;60;"1";"2"
"2273";"2";2;40;"2";"1"
"2274";"1";5;49,4117647058823;"2";"1"
"2275";"1";3;70,5882352941177;"2";"3"
"2276";"1";2;61,1764705882353;"4";"5"
"2277";"1";2;52,9411764705882;"8";"8"
"2278";"1";2;61,1764705882353;"4";"4"
"2279";"2";3;72,9411764705882;"2";"1"
"2280";"1";3;88,235294117647;"7";"7"
"2281";"1";2;62,3529411764706;"1";"3"
"2282";"2";3;82,3529411764706;"8";"7"
"2283";"1";2;81,1764705882353;"6";"7"
"2284";"1";3;80;"7";"7"
"2285";"1";2;76,4705882352941;"3";"3"
"2286";"1";3;87,0588235294118;"2";"4"
"2287";"2";2;82,3529411764706;"7";"6"
"2288";"1";2;88,235294117647;"5";"5"
"2289";"1";3;72,9411764705882;"4";"5"
"2290";"2";2;72,9411764705882;"4";"2"
"2291";"2";2;72,9411764705882;"5";"3"
"2292";"2";2;82,3529411764706;"8";"6"
"2293";"2";2;96,4705882352941;"3";"4"
"2294";"2";1;85,8823529411765;"3";"3"
"2295";"1";1;82,3529411764706;"7";"7"
"2296";"1";1;96,4705882352941;"8";"8"
"2297";"1";2;60;"2";"4"
"2298";"2";2;92,9411764705882;"8";"6"
"2299";"2";2;92,9411764705882;"6";"8"
"2300";"1";2;88,235294117647;"8";"7"
"2301";"2";2;90,5882352941177;"8";"6"
"2302";"1";2;80;"8";"6"
"2303";"1";3;77,6470588235294;"8";"8"
"2304";"1";3;81,1764705882353;"8";"8"
"2305";"1";5;78,8235294117647;"2";"1"
"2306";"2";2;78,8235294117647;"8";"8"
"2307";"1";1;81,1764705882353;"4";"2"
"2308";"1";3;85,8823529411765;"3";"3"
"2309";"2";3;82,3529411764706;"3";"3"
"2310";"1";3;90,5882352941177;"3";"3"
"2311";"2";1;67,0588235294118;"4";"3"
"2312";"1";1;89,4117647058823;"6";"2"
"2313";"2";2;83,5294117647059;"4";"4"
"2314";"2";2;83,5294117647059;"4";"7"
"2315";"2";2;95,2941176470588;"5";"5"
"2316";"1";4;81,1764705882353;"1";"2"
"2317";"1";3;81,1764705882353;"8";"4"
"2318";"2";2;96,4705882352941;"8";"7"
"2319";"1";2;74,1176470588235;"8";"8"
"2320";"1";2;78,8235294117647;"6";"3"
"2321";"2";2;70,5882352941177;"8";"8"
"2322";"1";8;63,5294117647059;"4";"6"
"2323";"1";2;58,8235294117647;"4";"4"
"2324";"1";3;65,8823529411765;"4";"4"
"2325";"1";2;60;"1";"1"
"2326";"2";4;74,1176470588235;"2";"4"
"2327";"1";3;56,4705882352941;"4";"2"
"2328";"2";6;54,1176470588235;"3";"1"
"2329";"2";3;72,9411764705882;"7";"5"
"2330";"2";2;56,4705882352941;"4";"1"
"2331";"2";3;56,4705882352941;"3";"4"
"2332";"2";1;68,2352941176471;"2";"4"
"2333";"2";2;61,1764705882353;"5";"5"
"2334";"1";2;63,5294117647059;"2";"2"
"2335";"1";2;51,7647058823529;"5";"6"
"2336";"1";2;76,4705882352941;"6";"4"
"2337";"2";2;38,8235294117647;"4";"5"
"2338";"1";3;72,9411764705882;"5";"4"
"2339";"1";4;54,1176470588235;"1";"1"
"2340";"1";2;68,2352941176471;"4";"2"
"2341";"1";2;88,235294117647;"8";"7"
